x	y	label
532339.4	2367768	resident
602482.7	2299806	resident
535286.2	2359154	resident
603156.1	2330554	resident
599085.1	2320555	resident
535521.8	2343808	resident
596029.4	2313291	resident
592685.9	2304247	resident
597216.3	2313425	resident
592381	2344381	resident
577926.1	2289092	resident
582558.3	2317349	resident
609408.3	2312132	resident
574945.6	2345727	resident
596521.4	2321575	resident
568483.3	2331532	resident
572030.1	2340715	resident
567619.8	2324815	resident
575944.4	2352687	resident
580756.7	2319726	resident
590708.6	2351356	resident
574850.8	2311450	resident
593846.8	2325361	resident
585988.1	2311366	resident
614285.4	2341305	resident
575923.5	2324929	resident
561766.3	2341347	resident
544782.3	2351797	resident
595562.6	2296215	resident
578773.4	2307661	resident
551548.3	2335033	resident
541025.2	2354297	resident
597195.7	2321144	resident
538384.7	2358229	resident
582427.1	2316526	resident
612108.9	2329850	resident
553080.4	2328471	resident
627222.4	2333145	resident
607527.1	2333725	resident
587207.1	2350807	resident
583567.9	2322056	resident
519343	2358104	resident
563482.8	2325017	resident
607515.9	2335519	resident
617939.1	2313484	resident
587928.6	2311590	resident
584681.7	2320385	resident
614701.1	2320839	resident
576297.4	2322375	resident
589748.7	2340848	resident
566846.6	2324420	resident
594997.6	2325774	resident
522843.6	2364177	resident
529677.1	2333914	resident
599630.2	2291432	resident
620024.8	2339173	resident
612065.3	2329486	resident
541806.4	2335050	resident
578615.5	2288823	resident
587781	2308070	resident
601155.8	2335954	resident
593510.9	2326636	resident
555806.9	2333229	resident
579834.3	2342915	resident
513590.5	2377260	resident
594429.3	2334495	resident
585144.5	2319054	resident
538951.9	2367940	resident
609143.1	2316545	resident
499883.8	2379906	resident
577919	2321056	resident
610086.3	2338001	resident
590477.8	2286761	resident
584194.9	2295626	resident
579924.1	2334644	resident
581264.7	2327614	resident
595066.7	2295812	resident
603843.1	2323474	resident
614226.6	2306117	resident
585690.9	2319617	resident
584135.1	2283471	resident
585808.4	2321591	resident
579866.6	2351452	resident
569451.8	2334077	resident
578581.6	2316213	resident
588237.9	2339989	resident
612064.3	2316248	resident
632869.4	2336903	resident
537358	2360595	resident
558027.4	2309224	resident
581550.1	2327191	resident
577817.3	2311523	resident
613329.8	2302316	resident
524699.6	2366164	resident
594937.9	2326737	resident
538980.5	2354062	resident
589487.8	2320767	resident
603672.5	2333577	resident
580943.9	2335364	resident
593967.8	2309497	resident
607634.1	2345332	resident
605894.9	2318065	resident
605080.7	2317814	resident
593910.6	2308031	resident
577848.3	2322374	resident
586680.8	2342231	resident
580028.6	2343160	resident
610162.1	2308945	resident
602839.4	2338625	resident
511754.8	2371088	resident
616907.8	2343544	resident
599165.6	2340619	resident
582407.3	2317724	resident
541583.9	2358031	resident
609395.3	2284532	resident
585864.3	2334576	resident
549381.8	2335191	resident
547286.6	2346127	resident
553748.4	2334908	resident
610174.8	2286375	resident
590313.1	2322688	resident
594877.1	2290792	resident
603342.5	2297863	resident
530375.3	2342462	resident
597487.6	2320911	resident
588735.9	2313836	resident
587658.6	2316082	resident
585848.2	2311801	resident
561822.2	2318052	resident
588451.1	2326349	resident
519453	2390976	resident
633806.6	2326406	resident
569192.7	2332424	resident
589619	2333503	resident
490548.5	2390941	resident
548923.6	2318928	resident
594494.6	2336387	resident
588705.6	2341421	resident
569356.6	2301859	resident
606079.9	2341425	resident
609815.1	2321425	resident
601708.9	2343616	resident
606340.9	2316516	resident
565326.4	2310822	resident
570600.7	2313841	resident
612326.5	2327976	resident
583541.5	2279830	resident
583936.9	2330184	resident
580933.1	2285966	resident
532582.8	2368062	resident
551582.3	2330654	resident
568750.4	2328174	resident
524429.1	2378318	resident
587962.6	2311502	resident
592610.9	2320465	resident
559983.8	2335641	resident
584277.3	2316715	resident
611757.1	2342486	resident
604683.3	2347161	resident
512005.3	2371325	resident
601354.4	2320619	resident
585463.9	2344637	resident
572195.8	2331898	rice
527771.2	2372799	rice
540558.1	2360479	rice
570700.3	2303818	rice
551060.5	2332766	rice
557466	2336583	rice
519498	2367300	rice
534307.4	2355049	rice
615380.5	2285854	rice
579065.6	2295316	rice
609846.4	2332547	rice
585660.9	2290914	rice
532128.1	2335183	rice
608075.4	2302958	rice
570926.1	2310765	rice
609573.4	2328942	rice
541230.3	2347281	rice
605444.6	2339449	rice
524774.6	2389994	rice
613489.4	2337211	rice
531800.1	2333943	rice
499774.6	2367461	rice
599762.5	2345846	rice
612531.7	2317714	rice
620764.1	2290158	rice
581549.3	2302252	rice
536449.9	2342197	rice
617529.6	2297838	rice
590988.1	2336904	rice
583920.1	2292838	rice
526784.6	2355176	rice
608622.8	2345968	rice
560169.5	2340606	rice
578028	2295652	rice
516398.2	2354940	rice
613870.6	2333645	rice
630853.2	2328884	rice
562542.3	2339046	rice
610333.1	2337965	rice
534836.3	2369999	rice
558589.6	2327674	rice
515498.2	2396476	rice
566808.7	2306156	rice
623090.2	2340355	rice
530506.9	2335111	rice
616001.4	2320442	rice
553967.9	2332929	rice
508401.4	2379746	rice
512340	2362962	rice
599790.6	2344123	rice
533193.5	2351020	rice
606198.4	2313099	rice
505288.8	2362467	rice
506770.6	2355114	rice
501195.6	2382048	rice
600528.9	2337265	rice
605957.3	2339157	rice
610302.1	2335221	rice
585818.3	2362223	rice
610702.6	2325655	rice
624178.3	2340520	rice
558216.4	2330801	rice
601204.4	2340350	rice
562883.6	2330489	rice
528071.8	2354707	rice
533653.2	2352264	rice
569189.1	2306915	rice
588367.8	2291500	rice
544699.2	2334981	rice
510383.3	2375728	rice
611517.7	2283317	rice
502394	2373110	rice
621836.7	2340743	rice
597001.1	2292088	rice
618852.6	2298912	rice
559020.7	2330356	rice
513731.4	2369862	rice
597258.3	2319467	rice
611538.8	2324406	rice
561258.3	2338079	rice
617002.8	2293586	rice
574886.7	2291202	rice
531418.3	2348413	rice
621825.2	2327219	rice
517412.3	2370380	rice
534852.8	2354666	rice
626714.5	2293095	rice
569254.6	2344894	rice
610133	2347973	rice
491247.7	2388060	rice
577088.5	2289887	rice
488705.3	2345539	rice
569722.8	2303337	rice
521206.4	2360882	rice
577722.3	2312888	rice
568065.6	2313247	rice
617784.1	2324646	rice
603032.6	2350476	rice
562547.3	2318138	rice
583383.5	2306706	rice
540543.4	2341960	rice
595879.1	2347358	rice
589895.8	2289768	rice
578703.8	2285290	rice
507131.7	2391696	rice
609245.3	2323201	rice
580814.1	2281602	rice
540200.9	2342499	rice
591400.6	2333387	rice
572294.3	2286842	rice
581395.8	2307263	rice
610142.3	2324262	rice
578237.8	2315071	rice
580214.9	2279930	rice
577536.2	2299479	rice
605983.6	2323701	rice
613543.5	2325720	rice
503199.9	2359373	rice
520477.7	2361247	rice
494527.5	2372963	rice
633230	2335855	rice
612132.1	2302028	rice
574429.2	2310398	rice
558621.8	2316169	rice
614842.4	2303483	rice
574626.8	2289451	rice
620202.8	2289920	rice
527199.6	2383724	rice
601953.4	2289563	rice
550591.8	2337814	rice
614656.6	2311373	rice
586737.9	2332818	rice
529529.8	2379156	rice
604295.9	2349402	rice
521611.3	2346455	rice
619423.9	2298629	rice
612073.1	2335083	rice
574709.7	2286910	rice
569064.8	2310158	rice
620556.6	2338434	rice
625733.6	2327806	rice
575628.3	2345334	rice
532292.6	2362343	rice
580155.1	2279037	rice
543117.6	2358350	rice
507510.8	2382386	rice
612770.6	2334406	rice
526135.4	2384155	rice
506536.8	2376123	rice
581850	2339631	rice
587897.4	2302549	rice
522808.1	2388847	rice
551530.1	2337299	rice
527227.2	2373852	rice
605818.3	2340977	rice
615578.5	2335217	rice
625966.5	2294020	rice
619610.1	2297546	rice
596233.6	2287189	rice
594146.3	2286035	rice
526988.6	2351143	rice
560637.8	2334139	rice
574621.5	2302995	rice
566506.8	2334742	rice
618372.3	2286134	rice
584002.3	2310224	rice
589051.3	2296852	rice
560722.5	2303770	rice
564768	2316036	rice
492363.8	2382538	rice
626654.1	2340879	rice
514961.8	2364453	rice
567517.6	2317830	rice
583021.8	2348404	rice
525508.4	2374253	rice
519928.2	2356555	rice
492559.3	2389279	rice
621287.1	2320552	rice
498401.9	2386344	rice
559516.3	2319863	rice
570534.7	2308334	rice
622629.1	2329377	rice
512618.8	2338469	rice
620623.5	2331267	rice
576857.9	2283400	rice
592544.1	2333630	rice
613829.3	2325281	rice
619099.3	2299078	rice
543095.4	2337719	rice
524407.6	2352163	rice
575982.8	2309769	rice
624550	2338632	rice
506846	2370702	rice
623879.9	2329422	rice
595914.6	2293602	rice
579252.4	2316851	rice
543244.4	2352673	rice
602652.7	2315315	rice
582784.1	2349393	rice
542122.3	2343404	rice
617696.6	2297133	rice
578483.8	2313232	rice
595828.8	2345561	rice
607119.4	2342696	rice
524725.6	2362511	rice
587510	2294586	rice
609116.3	2305971	rice
615838	2302424	rice
597155.1	2339150	rice
571745.2	2343166	rice
622187.9	2338896	rice
528188.9	2353780	rice
591208.2	2285665	rice
613896.1	2322619	rice
588880.2	2310088	rice
578820.6	2350884	rice
514738.4	2365537	rice
629418.4	2289706	rice
593172.3	2348210	rice
621651.3	2337650	rice
541303.4	2347644	rice
607523.1	2297588	rice
615753.1	2288526	rice
574817.6	2307738	rice
623935.3	2291352	rice
593667.5	2353011	rice
598678.6	2287301	rice
541778.1	2345837	rice
577291.3	2298445	rice
517899.2	2397750	rice
580984.9	2345790	rice
586780.9	2335150	rice
579593	2350338	rice
585808.6	2361649	rice
619833.8	2292432	rice
583870.7	2350398	rice
609279.8	2344568	rice
540883.3	2346107	rice
569566.9	2311840	rice
557436.3	2318727	rice
507429.7	2368852	rice
619719	2317148	rice
613004.8	2320738	rice
566292.1	2313691	rice
603512.7	2296310	rice
505574.4	2354243	rice
528933.5	2381435	rice
593046.4	2344664	rice
616792.5	2308264	rice
611106.6	2325090	rice
523616.7	2364627	rice
577435.3	2305919	rice
536766.8	2357353	rice
591249.6	2345588	rice
583681.4	2354554	rice
534901.6	2352307	rice
584365.9	2350147	rice
608475.4	2322187	rice
623877.9	2336304	rice
614496.5	2316941	rice
604745.8	2350021	rice
626860.3	2325258	rice
507922.7	2372219	rice
515781.2	2386946	rice
570595.1	2334714	rice
624860.3	2329190	rice
533743.1	2351269	rice
623030.9	2291659	rice
590714.4	2284072	rice
590704.3	2288098	rice
558000.5	2338279	rice
501407.5	2357105	rice
534759.2	2345170	rice
528772	2336962	rice
510897.1	2364953	rice
608844.2	2303288	rice
589258.8	2295289	rice
507187.6	2368627	rice
616412.4	2333718	rice
572367.1	2282218	rice
599409.8	2325046	rice
615946.7	2328707	rice
532238.3	2370929	rice
599161.1	2286511	rice
593936.5	2339508	rice
618108.5	2309259	rice
577118.9	2324620	rice
592156.3	2339673	rice
610999.4	2284636	rice
613090.1	2335006	rice
593617.8	2302273	rice
615278.4	2311652	rice
607913.7	2301264	rice
615425.2	2314395	rice
586231.1	2308784	rice
606771	2305560	rice
543397.9	2346493	rice
617882.4	2328701	rice
619340.3	2344339	rice
585933.3	2330941	rice
605544	2349345	rice
547878.3	2335330	rice
605563.2	2323224	rice
509570.6	2325476	rice
532895.5	2354569	rice
606549.9	2304185	rice
624692.6	2289404	rice
610748.9	2308948	rice
570941	2332005	rice
582169.2	2305008	rice
586655.3	2337280	rice
611270.1	2294042	rice
574572.3	2303789	rice
517401.5	2359589	rice
584041.2	2288170	rice
579620.9	2293491	rice
631130.8	2325542	rice
617611.8	2320074	rice
581230.1	2342116	rice
579769.8	2354665	rice
516405.1	2363230	rice
574557.3	2339096	rice
581213.4	2303290	rice
503309	2373649	rice
525671.1	2329142	rice
546280.7	2322970	rice
612038.7	2290376	rice
533450.1	2359665	rice
607557.5	2327873	rice
569788.2	2345346	rice
598882.3	2293471	rice
528263.1	2378064	rice
610146.6	2319706	rice
584318.5	2364062	rice
575459.9	2304078	rice
565253.5	2342069	rice
576191.4	2352194	rice
498880.6	2381030	rice
540042.6	2350038	rice
587097.3	2311368	rice
520102.3	2359760	rice
573246.8	2326604	rice
590966.3	2338088	rice
613448.1	2311981	rice
607841.4	2331421	rice
588194.3	2356946	rice
555636	2332255	rice
572019.4	2300911	rice
572594.8	2334936	rice
617143.1	2291195	rice
551352.2	2329666	rice
576375.6	2303607	rice
581232.8	2345258	rice
609874	2302785	rice
614983.8	2343095	rice
592115.6	2355320	rice
577318.1	2290718	rice
535638.9	2367560	rice
616231.6	2316078	rice
617887.5	2290638	rice
599057	2300657	rice
584012.8	2311534	rice
492973.7	2381840	rice
541653.9	2346065	rice
589166.8	2293075	rice
623276.4	2292232	rice
534734.9	2353625	rice
518094.8	2395138	rice
607386.3	2313347	rice
615269.9	2304069	rice
616107.6	2337892	rice
588363.1	2306333	rice
540452.4	2362861	rice
578928.3	2314005	rice
611875.9	2328211	rice
584151.4	2286263	rice
538586	2360379	rice
574374.3	2315399	rice
627000.2	2332255	rice
594133.4	2290755	rice
533687.1	2346170	rice
608926.9	2298639	rice
586017.8	2285820	rice
521236	2371997	rice
512573.3	2364434	rice
580965.1	2283511	rice
558202.4	2332640	rice
584536.1	2354794	rice
570445.9	2303257	rice
514285.6	2366715	rice
499385.4	2384586	rice
568459.4	2347567	rice
617771.5	2302058	rice
511749.8	2365851	rice
518481.3	2328432	rice
519887.7	2357543	rice
589104.8	2349682	rice
527566.4	2351565	rice
625614.6	2294119	rice
593826	2333465	rice
546411.6	2354817	rice
623905.1	2287103	rice
621100.2	2328718	rice
591613.6	2300386	rice
620263.9	2341303	rice
594331	2290740	rice
530915.2	2355404	rice
524162.4	2373200	rice
590439.1	2346595	rice
615495.9	2307521	rice
623088.9	2329549	rice
591496.6	2357534	rice
620828.1	2340375	rice
526922.4	2377270	rice
541439.9	2336538	rice
591875.5	2296023	rice
616950.3	2327681	rice
596418.3	2296789	rice
611729.4	2318983	rice
597170.1	2292940	rice
593504.2	2323193	rice
597687.8	2289664	rice
526040.4	2371791	rice
534280.2	2353977	rice
539213.6	2363203	scrub
581429.9	2274643	scrub
560394.6	2312127	scrub
574212.8	2282157	scrub
582410.1	2274971	scrub
513270.5	2392219	scrub
579728.8	2277592	scrub
525885.4	2354506	scrub
584894.6	2350949	scrub
518757.3	2358225	scrub
582257.3	2275673	scrub
512491.1	2342841	scrub
542960.6	2358514	scrub
533781.1	2335054	scrub
547788.2	2336159	scrub
580680	2276023	scrub
579658.3	2277574	scrub
576879.8	2279481	scrub
512498.2	2342569	scrub
522192.8	2345254	scrub
574857.5	2283057	scrub
521623.2	2316508	scrub
582500.7	2275052	scrub
580422.8	2327775	scrub
544375.1	2334030	scrub
506938.2	2340267	scrub
571277	2289025	scrub
587083	2353560	scrub
525561	2338000	scrub
507016.5	2340700	scrub
591063.8	2334527	scrub
576906	2279499	scrub
581493.5	2274479	scrub
571446.3	2289135	scrub
551412.6	2333445	scrub
579382.4	2276066	scrub
520285.8	2346835	scrub
521478.5	2316227	scrub
505336.9	2341717	scrub
589623.4	2338719	scrub
542001.4	2330856	scrub
488524.6	2363552	scrub
571353.1	2289909	scrub
579404.7	2275943	scrub
575306.7	2278535	scrub
517798.5	2381097	scrub
581129	2280847	scrub
490826.7	2352326	scrub
516551.1	2357231	scrub
579366.6	2276208	scrub
580293.4	2276243	scrub
576410.3	2280169	scrub
502461.5	2345430	scrub
543380.4	2340191	scrub
533988.7	2362658	scrub
574118.3	2282202	scrub
565165.6	2338657	scrub
583927	2281792	scrub
530423.8	2350210	scrub
571301.7	2289109	scrub
525695.6	2366203	scrub
526670.8	2370022	scrub
582215.3	2275717	scrub
564897.6	2337033	scrub
557442.6	2329451	scrub
587071.8	2353518	scrub
576897.9	2279490	scrub
580288.9	2276227	scrub
571301	2289405	scrub
543388.8	2340212	scrub
551709	2331651	scrub
579966.5	2329958	scrub
519010.5	2342203	scrub
553034.9	2339145	scrub
575304	2278519	scrub
504105	2393328	water
513679.5	2361361	water
618625.7	2346263	water
550081	2328437	water
601409	2291440	water
589817.9	2316850	water
532107.4	2372002	water
500190.6	2384201	water
584379.6	2318418	water
587459.6	2331228	water
565137.8	2340618	water
545698.1	2336577	water
496178.3	2388348	water
583704.4	2318563	water
583672.7	2295244	water
594823.1	2308383	water
627808.4	2284790	water
570162.9	2337178	water
576838.9	2333650	water
605548.3	2318405	water
514540.6	2375851	water
520303.4	2346814	water
584227.5	2328800	water
520309.1	2358361	water
564316.3	2341181	water
535577.9	2315616	water
541418.7	2360161	water
616633.8	2281142	water
566930.3	2339561	water
546668.8	2355326	water
562003.6	2328702	water
530449.4	2379895	water
537034.7	2350941	water
595616.2	2342509	water
570612.8	2291478	water
634450.3	2331166	water
592316.9	2295527	water
591409.1	2355618	water
572481.1	2337607	water
519412.7	2359116	water
534521.1	2374804	water
585927.3	2293899	water
591687.5	2291377	water
560297	2312463	water
566927.9	2311695	water
594845.5	2302984	water
517238.4	2364550	water
589934	2324390	water
594462.4	2303334	water
606447.3	2330165	water
557341.7	2338852	water
613999.7	2336342	water
529353.4	2319265	water
529657.3	2348116	water
633861.9	2324836	water
585961.2	2295637	water
507162.6	2375414	water
500618.1	2386241	water
557796.4	2339034	water
528398.1	2339891	water
562844.3	2341103	water
579878.4	2332805	water
587819	2294189	water
539712.1	2340364	water
524030.3	2392569	water
531252.9	2329530	water
574054.6	2281992	water
594254.1	2350601	water
604404.8	2303352	water
598580	2321640	water
531238.2	2355169	water
570141.8	2292202	water
519070.6	2358964	water
530993.6	2331142	water
592907.3	2351861	water
592973.3	2351787	water
583892.8	2295724	water
598152.8	2314737	water
517693.6	2393153	water
586701	2287534	water
518110.4	2367169	water
583251.2	2297016	water
596885.3	2348024	water
505009.6	2377646	water
529541.8	2369418	water
521540.8	2358100	water
542622.4	2357205	water
531394.4	2325047	water
521563.1	2356935	water
586035.8	2293000	water
617719.9	2325217	water
532665	2370524	water
634615	2330931	water
614444.2	2311104	water
620770	2330265	water
538497.3	2338239	water
590413.5	2315855	water
542322.7	2337245	water
581571.6	2302134	water
602139.7	2289792	water
604094.3	2348369	water
588011.8	2310028	water
536894	2351858	water
570384.8	2293761	water
529274.9	2336258	water
515235.5	2369791	water
530635.9	2323794	water
581184.8	2285492	water
590926.7	2286281	water
567256.8	2310537	water
548406.9	2322278	water
567338.4	2317584	water
588796.5	2346699	water
501624.6	2360588	water
548707.1	2326303	water
575456.3	2286219	water
594831.4	2304433	water
521686.3	2353989	water
624795.3	2333529	water
512947.9	2374383	water
572221	2345561	water
596620.3	2305754	water
604511.6	2289842	water
621331.3	2290432	water
603344.9	2329370	water
630378.1	2286737	water
508552.7	2377636	water
583802.4	2287572	water
566099.9	2337551	water
527700.2	2382617	water
593017.5	2357079	water
534687.8	2318842	water
506020.2	2368123	water
526757.8	2362395	water
489510.2	2386241	water
533043.1	2354716	water
504966.2	2373131	water
535255.7	2367320	water
529119.9	2352019	water
612785.1	2281540	water
567792.8	2299434	water
624444.1	2338012	water
610651.4	2322897	water
528880.9	2357266	water
584786.9	2327409	water
542696.2	2355279	water
546162.9	2328095	water
543326.7	2358344	water
526460.1	2385692	water
533648.7	2367543	water
